84,Unknown,L84TF,105527072,jlarios,2018-05-16 00:00:00.000,1
85,Unknown,42YH4G,105525915,jlarios,2018-05-16 00:00:00.000,0
88,Unknown,4DX5L,105515451,smelendr,2018-05-22 00:00:00.000,0
89,Unknown,KTBFN,105534683,jlarios,2018-05-23 00:00:00.000,1
91,Unknown,0106006518,105531426,jvega,2018-05-23 00:00:00.000,1
92,Unknown,TM4L,105492660,jvega,2018-05-23 00:00:00.000,1
96,Unknown,41WGG,105515312,jgodoy,2018-05-24 00:00:00.000,0
99,Unknown,239143,105534038,jmedran2,2018-05-24 00:00:00.000,0
103,Unknown,411YR2,105540901,smelendr,2018-05-25 00:00:00.000,0
104,Unknown,260060,105534494,gdomingu,2018-05-28 00:00:00.000,0
105,Unknown,061,105540608,vortega,2018-05-28 00:00:00.000,1
106,Unknown,242205,105539480,jlira1,2018-05-28 00:00:00.000,1
108,Unknown,"F01007008         ",105516141,erodri10,2018-05-29 00:00:00.000,0
109,Unknown,063802,105538067,vortega,2018-05-29 00:00:00.000,1
110,Unknown,056828,105537447,jlira1,2018-05-29 00:00:00.000,0
117,Unknown,F-9109001116,105527331,respino1,2018-05-29 00:00:00.000,1
118,Unknown,"03862456          ",105510353,erodri10,2018-05-29 00:00:00.000,1
120,Unknown,207330155,105516196,jquint19,2018-05-29 00:00:00.000,0
121,Unknown,L863P,105538853,jlarios,2018-05-29 00:00:00.000,1
122,Unknown,9911002170,105533475,Isanchez,2018-05-29 00:00:00.000,1
125,Unknown,9907001841,105533474,Isanchez,2018-05-29 00:00:00.000,0
127,Unknown,231076,105533835,jmedran2,2018-06-01 00:00:00.000,0
128,Unknown,2VF4V,105543045,respino1,2018-06-01 00:00:00.000,1
129,Unknown,0010041045,105544902,respino1,2018-06-04 00:00:00.000,1
130,Unknown,2VJCG,105544043,respino1,2018-06-04 00:00:00.000,1
131,Unknown,9802051514,105533600,jsillas,2018-06-04 00:00:00.000,0
133,Unknown,A-9208040312,105527905,jsillas,2018-06-04 00:00:00.000,1
137,Unknown,331,105545892,Mlugo,2018-06-05 00:00:00.000,1
138,Unknown,9901040320,105539611,jsillas,2018-06-06 00:00:00.000,1
139,Unknown,119786,105544862,smelendr,2018-06-06 00:00:00.000,0
140,Unknown,44LXXM,105542716,respino1,2018-06-06 00:00:00.000,1
143,Unknown,L88HT,105545880,jlarios,2018-06-06 00:00:00.000,1
146,Unknown,W-9006000468,105546814,respino1,2018-06-07 00:00:00.000,1
148,Unknown,0335215,105544372,jquint19,2018-06-08 00:00:00.000,1
149,Unknown,120328,105544864,smelendr,2018-06-09 00:00:00.000,0
150,Unknown,F-9111001163,105530096,jsillas,2018-06-09 00:00:00.000,1
151,Unknown,JM3VM,105515677,jlarios,2018-06-11 00:00:00.000,1
152,Unknown,HF48N,105547037,slopez,2018-06-11 00:00:00.000,1
153,Unknown,1934,105547385,jlarios,2018-06-11 00:00:00.000,1
164,Unknown,M7M9M,105547038,slopez,2018-06-11 00:00:00.000,1
165,Unknown,2GXHJ,105547447,jlarios,2018-06-11 00:00:00.000,1
171,Unknown,NP0YK,105546312,slopez,2018-06-11 00:00:00.000,1
173,Unknown,MD5JH,105547189,slopez,2018-06-12 00:00:00.000,1
174,Unknown,3JT7H,105544249,respino1,2018-06-12 00:00:00.000,1
175,Unknown,N42WN,105534714,jlarios,2018-06-12 00:00:00.000,1
176,Unknown,N495V,105547190,slopez,2018-06-12 00:00:00.000,1
177,Unknown,L859J,105543750,jlarios,2018-06-12 00:00:00.000,1
178,Unknown,HCTMK,105547028,slopez,2018-06-12 00:00:00.000,1
194,Unknown,JHFGV,105547645,slopez,2018-06-12 00:00:00.000,1
195,Unknown,JM3RB,105549019,jlarios,2018-06-12 00:00:00.000,1
197,Unknown,3BX8Y,105544057,jlarios,2018-06-13 00:00:00.000,1
201,Unknown,LCPGW,105548589,slopez,2018-06-13 00:00:00.000,1
202,Unknown,3JW3G,105544005,jlarios,2018-06-13 00:00:00.000,1
204,Unknown,HMNDL,105548466,slopez,2018-06-13 00:00:00.000,1
205,Unknown,1JCFM,105544062,jlarios,2018-06-13 00:00:00.000,1
206,Unknown,NRCNN,105544843,slopez,2018-06-13 00:00:00.000,1
207,Unknown,9801052044,105534939,respino1,2018-06-13 00:00:00.000,1
208,Unknown,20NYC,105544792,jlarios,2018-06-13 00:00:00.000,1
209,Unknown,11472,105515017,jlarios,2018-06-13 00:00:00.000,1
219,Unknown,00082993,105500280,jsillas,2018-06-14 00:00:00.000,1
220,Unknown,9801051308,105549705,respino1,2018-06-14 00:00:00.000,1
221,Unknown,49V7MH,105531389,jlarios,2018-06-14 00:00:00.000,1
225,Unknown,HFN1J,105551432,slopez,2018-06-15 00:00:00.000,1
227,Unknown,KTB8L,105545878,jlarios,2018-06-16 00:00:00.000,1
228,Unknown,MK1ND,105544842,slopez,2018-06-18 00:00:00.000,1
229,Unknown,C07X3C,105544801,slopez,2018-06-18 00:00:00.000,1
230,Unknown,A-9005008544,105501627,jsillas,2018-06-18 00:00:00.000,1
231,Unknown,4FJLJ,105539279,respino1,2018-06-18 00:00:00.000,1
232,Unknown,w-9010000644,105552559,respino1,2018-06-18 00:00:00.000,1
233,Unknown,HFJXR,105551435,slopez,2018-06-18 00:00:00.000,1
234,Unknown,LCX1M,105544840,slopez,2018-06-19 00:00:00.000,1
235,Unknown,N4G9K,105546431,slopez,2018-06-19 00:00:00.000,1
236,Unknown,MYRYV,105546429,slopez,2018-06-19 00:00:00.000,1
237,Unknown,NR6HW,105546432,slopez,2018-06-19 00:00:00.000,1
238,Unknown,LD95Y,105544389,slopez,2018-06-19 00:00:00.000,1
239,Unknown,N3GFY,105546430,slopez,2018-06-19 00:00:00.000,1
240,Unknown,L8F5Y,105550766,jlarios,2018-06-20 00:00:00.000,1
241,Unknown,G300W,105548464,slopez,2018-06-20 00:00:00.000,1
242,Unknown,GVMXP,105548465,slopez,2018-06-20 00:00:00.000,1
243,Unknown,KDJ7B,105548463,slopez,2018-06-20 00:00:00.000,1
244,Unknown,A-9006009217,105503940,jsillas,2018-06-20 00:00:00.000,1
245,Unknown,N06CM,105548590,slopez,2018-06-20 00:00:00.000,1
248,Unknown,"9502045377        ",105503919,Cahumada,2018-06-20 00:00:00.000,1
249,Unknown,JJJLK,105548468,slopez,2018-06-20 00:00:00.000,1
250,Unknown,J8N0W,105548467,slopez,2018-06-20 00:00:00.000,1
251,Unknown,J41LL,105547643,slopez,2018-06-20 00:00:00.000,1
252,Unknown,N81JW,105547690,slopez,2018-06-21 00:00:00.000,1
253,Unknown,D-9212040070,105550206,respino1,2018-06-21 00:00:00.000,1
254,Unknown,LY8BF,105547689,slopez,2018-06-21 00:00:00.000,1
255,Unknown,9811055262,105546816,jsillas,2018-06-21 00:00:00.000,1
256,Unknown,JJNKC,105547647,slopez,2018-06-21 00:00:00.000,1
257,Unknown,L98XY,105547679,slopez,2018-06-21 00:00:00.000,1
258,Unknown,041685,105552147,respino1,2018-06-21 00:00:00.000,1
259,Unknown,9502045411,105503939,jsillas,2018-06-21 00:00:00.000,1
260,Unknown,A-9006009226,105503920,jsillas,2018-06-22 00:00:00.000,1
261,Unknown,K6TJY,105547648,slopez,2018-06-22 00:00:00.000,1
262,Unknown,146657,105554293,slopez,2018-06-22 00:00:00.000,1
263,Unknown,14324/O8-078,105554350,slopez,2018-06-23 00:00:00.000,1
264,Unknown,A-9002007761,105503922,jsillas,2018-06-23 00:00:00.000,1
265,Unknown,038795,105554317,slopez,2018-06-23 00:00:00.000,1
266,Unknown,13652/34-008,105554349,slopez,2018-06-23 00:00:00.000,1
267,Unknown,W-9010000638,105552353,jsillas,2018-06-23 00:00:00.000,1
268,Unknown,16140/11-117,105554353,slopez,2018-06-23 00:00:00.000,1
269,Unknown,3NK8G,105552560,jsillas,2018-06-23 00:00:00.000,1
270,Unknown,BLPMP,105549012,jlarios,2018-06-24 00:00:00.000,1
271,Unknown,40GTM5,105556112,jsillas,2018-06-24 00:00:00.000,1
272,Unknown,42F3T,105556110,jsillas,2018-06-24 00:00:00.000,1
273,Unknown,44LY5N,105554434,jsillas,2018-06-24 00:00:00.000,1
274,Unknown,35505,105554938,respino1,2018-06-24 00:00:00.000,1
275,Unknown,4866x9,105556111,respino1,2018-06-25 00:00:00.000,1
276,Unknown,15731/3-077,105544787,slopez,2018-06-26 00:00:00.000,1
277,Unknown,147431,105554351,slopez,2018-06-26 00:00:00.000,1
279,Unknown,L892V,105551009,jlarios,2018-06-26 00:00:00.000,1
292,Unknown,W-8911000187,105552467,jsillas,2018-06-26 00:00:00.000,1
293,Unknown,038106,105544182,slopez,2018-06-26 00:00:00.000,1
294,Unknown,15030/16-122,105544466,slopez,2018-06-26 00:00:00.000,1
295,Unknown,15030/14-027,105544761,slopez,2018-06-26 00:00:00.000,1
296,Unknown,00081242,105549982,jsillas,2018-06-26 00:00:00.000,1
297,Unknown,L890K,105549016,jlarios,2018-06-27 00:00:00.000,1
302,Unknown,15030/2-058,105555960,slopez,2018-06-27 00:00:00.000,1
303,Unknown,038194,105555326,slopez,2018-06-27 00:00:00.000,1
304,Unknown,09875-006,105555959,slopez,2018-06-27 00:00:00.000,1
305,Unknown,JM3PD,105551687,jlarios,2018-06-28 00:00:00.000,1
307,Unknown,L8B4D,105555088,jlarios,2018-06-28 00:00:00.000,1
308,Unknown,D070MY,105557422,slopez,2018-06-28 00:00:00.000,1
309,Unknown,9805040715,105556192,respino1,2018-06-28 00:00:00.000,1
310,Unknown,L937W,105557423,slopez,2018-06-28 00:00:00.000,1
311,Unknown,LLVLT,105557426,slopez,2018-06-28 00:00:00.000,1
312,Unknown,A-004556,105557354,jsillas,2018-06-28 00:00:00.000,1
313,Unknown,LF8VB,105557425,slopez,2018-06-29 00:00:00.000,1
314,Unknown,D070LD,105557420,slopez,2018-06-30 00:00:00.000,1
315,Unknown,NFHRT,105557428,slopez,2018-06-30 00:00:00.000,1
316,Unknown,MK1KY,105557437,slopez,2018-06-30 00:00:00.000,1
317,Unknown,L938C,105557424,slopez,2018-07-02 00:00:00.000,1
318,Unknown,N26DN,105557427,slopez,2018-07-02 00:00:00.000,1
319,Unknown,KTBRR,105550983,jlarios,2018-07-03 00:00:00.000,1
320,Unknown,BLR2C,105550762,jlarios,2018-07-03 00:00:00.000,1
321,Unknown,MWK1F,105559737,slopez,2018-07-03 00:00:00.000,1
322,Unknown,00081245,105541758,jsillas,2018-07-03 00:00:00.000,1
325,Unknown,LDXTR,105559757,slopez,2018-07-03 00:00:00.000,1
326,Unknown,MNVYX,105559686,slopez,2018-07-03 00:00:00.000,1
327,Unknown,N0RJT,105559702,slopez,2018-07-03 00:00:00.000,1
328,Unknown,40GVVV,105559554,respino1,2018-07-04 00:00:00.000,1
329,Unknown,M7B4H,105561426,slopez,2018-07-05 00:00:00.000,1
330,Unknown,LD3TT,105561425,slopez,2018-07-05 00:00:00.000,1
331,Unknown,M7FCB,105561427,slopez,2018-07-05 00:00:00.000,1
332,Unknown,MYL7V,105559728,slopez,2018-07-05 00:00:00.000,1
333,Unknown,35160,105561337,respino1,2018-07-05 00:00:00.000,1
334,Unknown,L8B5D,105556184,jlarios,2018-07-05 00:00:00.000,1
335,Unknown,N421L,105556152,jlarios,2018-07-05 00:00:00.000,1
338,Unknown,C00370011,105559730,vcano,2018-07-05 00:00:00.000,0
339,Unknown,-02260048,105561529,vcano,2018-07-05 00:00:00.000,1
347,Unknown,GRWJJ,105561517,slopez,2018-07-06 00:00:00.000,1
348,Unknown,LD3PD,105561424,slopez,2018-07-06 00:00:00.000,1
349,Unknown,MWJXN,105561428,slopez,2018-07-06 00:00:00.000,1
350,Unknown,D070NK,105561423,slopez,2018-07-06 00:00:00.000,1
351,Unknown,A03360087,105561531,vcano,2018-07-06 00:00:00.000,0
356,Unknown,F01760069,105561516,vcano,2018-07-06 00:00:00.000,1
358,Unknown,KDV3D,105561922,slopez,2018-07-07 00:00:00.000,1
359,Unknown,LM25K,105562044,slopez,2018-07-07 00:00:00.000,1
360,Unknown,N1GPY,105562047,slopez,2018-07-07 00:00:00.000,1
361,Unknown,NGGNF,105562059,slopez,2018-07-07 00:00:00.000,1
362,Unknown,01560010,105561737,vcano,2018-07-07 00:00:00.000,0
375,Unknown,A-9102011534,105562156,jsillas,2018-07-07 00:00:00.000,1
376,Unknown,1TBPM,105555776,jlarios,2018-07-08 00:00:00.000,1
377,Unknown,L85WF,105561463,jlarios,2018-07-09 00:00:00.000,1
383,Unknown,N0KRY,105561499,slopez,2018-07-10 00:00:00.000,1
384,Unknown,MNW0F,105561493,slopez,2018-07-10 00:00:00.000,1
385,Unknown,N889N,105561470,jlarios,2018-07-10 00:00:00.000,1
388,Unknown,49vdn9,105553631,dcarbaja,2018-07-10 00:00:00.000,1
389,Unknown,4341,105540267,iarroyo1,2018-07-10 00:00:00.000,1
390,Unknown,DLMT,105561498,dcarbaja,2018-07-10 00:00:00.000,1
391,Unknown,3828,105562787,Mlugo,2018-07-10 00:00:00.000,1
392,Unknown,J5PC,105563247,dcarbaja,2018-07-10 00:00:00.000,1
393,Unknown,L8D6W,105556117,jlarios,2018-07-10 00:00:00.000,1
394,Unknown,N0RLG,105561500,slopez,2018-07-10 00:00:00.000,1
395,Unknown,0002040016,105552331,jsillas,2018-07-10 00:00:00.000,1
399,Unknown,22FHF,105561472,dcarbaja,2018-07-10 00:00:00.000,1
400,Unknown,L13YN,105562041,slopez,2018-07-11 00:00:00.000,1
401,Unknown,NYL9R,105562060,slopez,2018-07-11 00:00:00.000,1
402,Unknown,N502Y,105562048,slopez,2018-07-11 00:00:00.000,1
403,Unknown,"LDDJL ",105562042,slopez,2018-07-11 00:00:00.000,1
404,Unknown,1XXBG,105563713,dcarbaja,2018-07-11 00:00:00.000,1
405,Unknown,N43FM,105556149,jlarios,2018-07-11 00:00:00.000,1
406,Unknown,1W10L,105562682,EIGAMEZ,2018-07-11 00:00:00.000,1
407,Unknown,2VGYN,105552415,jsillas,2018-07-11 00:00:00.000,1
408,Unknown,1Y0NG,105563856,dcarbaja,2018-07-11 00:00:00.000,1
409,Unknown,3N44L,105557517,dcarbaja,2018-07-11 00:00:00.000,1
410,Unknown,4FGHF,000105552425,jsillas,2018-07-11 00:00:00.000,1
411,Unknown,2TD0N,105543966,EIGAMEZ,2018-07-11 00:00:00.000,1
412,Unknown,206CJ,105547420,dcarbaja,2018-07-11 00:00:00.000,1
413,Unknown,12V4K,105532560,iarroyo1,2018-07-11 00:00:00.000,1
414,Unknown,9906057902,105564456,respino1,2018-07-11 00:00:00.000,1
415,Unknown,28KMW,105552429,dcarbaja,2018-07-11 00:00:00.000,1
416,Unknown,12802,105558396,Mlugo,2018-07-12 00:00:00.000,0
417,Unknown,M77XR,105562591,slopez,2018-07-12 00:00:00.000,1
418,Unknown,LLVXY,105562043,slopez,2018-07-12 00:00:00.000,1
419,Unknown,M77WY,105562045,slopez,2018-07-12 00:00:00.000,1
420,Unknown,2TB5B,105560957,EIGAMEZ,2018-07-12 00:00:00.000,1
421,Unknown,A-9201016372,105564457,respino1,2018-07-12 00:00:00.000,1
422,Unknown,3033,105547869,dcarbaja,2018-07-12 00:00:00.000,1
426,Unknown,3PP3F,105548908,EIGAMEZ,2018-07-12 00:00:00.000,1
427,Unknown,L865J,105559733,jlarios,2018-07-12 00:00:00.000,1
429,Unknown,30C7K,105564928,dcarbaja,2018-07-12 00:00:00.000,1
430,Unknown,10C3L,105558079,EIGAMEZ,2018-07-12 00:00:00.000,1
431,Unknown,2119,105561002,EIGAMEZ,2018-07-12 00:00:00.000,1
432,Unknown,9904057108,140002930580,respino1,2018-07-12 00:00:00.000,1
433,Unknown,C09PT7,105562040,slopez,2018-07-13 00:00:00.000,1
434,Unknown,L861C,105561204,jlarios,2018-07-13 00:00:00.000,1
435,Unknown,FJ9F,105551807,EIGAMEZ,2018-07-13 00:00:00.000,1
436,Unknown,568,105562852,iarroyo1,2018-07-13 00:00:00.000,1
437,Unknown,46MWY,105560937,dcarbaja,2018-07-13 00:00:00.000,1
438,Unknown,2324,105558002,EIGAMEZ,2018-07-13 00:00:00.000,1
439,Unknown,13JNT,105564560,dcarbaja,2018-07-13 00:00:00.000,1
440,Unknown,2028,105566131,dcarbaja,2018-07-13 00:00:00.000,1
441,Unknown,35VWR,105536321,respino1,2018-07-13 00:00:00.000,1
442,Unknown,041050,105564865,slopez,2018-07-14 00:00:00.000,1
443,Unknown,15030/33-023,105564900,slopez,2018-07-14 00:00:00.000,1
444,Unknown,BLR39,105561455,jlarios,2018-07-14 00:00:00.000,1
445,Unknown,12MBN,105563456,EIGAMEZ,2018-07-14 00:00:00.000,1
450,Unknown,1322,105556000,EIGAMEZ,2018-07-14 00:00:00.000,1
451,Unknown,NJRK,105561202,dcarbaja,2018-07-14 00:00:00.000,1
456,Unknown,3152,105558494,dcarbaja,2018-07-14 00:00:00.000,1
457,Unknown,1066,105562702,EIGAMEZ,2018-07-15 00:00:00.000,1
459,Unknown,2077Y,105561843,EIGAMEZ,2018-07-16 00:00:00.000,1
460,Unknown,2367,105558493,dcarbaja,2018-07-16 00:00:00.000,1
461,Unknown,4731V7,105551171,dcarbaja,2018-07-16 00:00:00.000,1
462,Unknown,9703040578,105559914,respino1,2018-07-16 00:00:00.000,1
463,Unknown,1775,105562090,EIGAMEZ,2018-07-16 00:00:00.000,1
464,Unknown,RCF00007396,105555831,slopez,2018-07-17 00:00:00.000,1
465,Unknown,12L4C,105563586,iarroyo1,2018-07-17 00:00:00.000,1
466,Unknown,135JN,105528157,dcarbaja,2018-07-17 00:00:00.000,1
467,Unknown,136XJ,105528158,dcarbaja,2018-07-17 00:00:00.000,1
468,Unknown,268M0,105559159,dcarbaja,2018-07-17 00:00:00.000,1
469,Unknown,24TGK,105554883,slopez,2018-07-17 00:00:00.000,1
470,Unknown,02GM,105562459,dcarbaja,2018-07-17 00:00:00.000,1
471,Unknown,HLKV,105567958,EIGAMEZ,2018-07-17 00:00:00.000,1
472,Unknown,57UV,105566051,dcarbaja,2018-07-17 00:00:00.000,1
473,Unknown,RCF00007398,105555833,slopez,2018-07-18 00:00:00.000,1
474,Unknown,10KWD,105528155,EIGAMEZ,2018-07-18 00:00:00.000,1
475,Unknown,5YPC,105564881,iarroyo1,2018-07-18 00:00:00.000,1
476,Unknown,3158,105529464,dcarbaja,2018-07-18 00:00:00.000,1
477,Unknown,55LH,105565792,dcarbaja,2018-07-18 00:00:00.000,1
478,Unknown,CH0K,105566154,respino1,2018-07-18 00:00:00.000,1
479,Unknown,21W1T,105567310,iarroyo1,2018-07-18 00:00:00.000,0
